county,town,name,addresses,lon,lat,geoAddress,X.U.505C..U.8ECA..U.5834.,X.U.5EC1..U.6240.,ATM,X.U.5EA7..U.4F4D..U.5340.,ibon.WiFi,OPEN..STORE,X.U.5343..U.79A7..U.8840..U.58D3..U.7AD9.,X.U.51B0..U.584A..U.676F..U.8CA9..U.552E.,X.U.971C..U.6DC7..U.6DCB.,X.U.53F0..U.5851..U.6709..U.6A5F..U.852C..U.83DC.,X.U.7F8E..U.599D.,Mister.Donut.U.751C..U.751C..U.5708.,ibon,X.U.73FE..U.8403..U.8336.,X.U.73FE..U.84B8..U.5730..U.74DC.,X.U.7D71..U.4E00..U.751F..U.6A5F.,OPEN..U.5152..U.7AE5..U.95B1..U.89BD..U.5BA4.,K.Seren,X21TOGO,X.U.70D8..U.57F9..U.574A.,X....CAFE.RESERVE,X.U.535A..U.5BA2..U.4F86.,X.U.7CD6..U.679C..U.5C4B.,X.U.65E5..U.672C.7.ELEVEN.U.9650..U.5B9A.,X.U.570B..U.969B..U.7CBE..U.54C1..U.5C08..U.6AC3.,X.U.7CBE..U.54C1..U.5496..U.5561.,CITY.CAFE.U.6C2E..U.6C23..U.98F2..U.54C1.,X.U.5929..U.7D20..U.5730..U.852C.,X.U.56B4..U.9078..U.7D20..U.6750..U.51B7..U.51CD..U.9BAE..U.7269.,X.U.5149..U.5408..U.5E15..U.5C3C..U.5C3C.,X.U.51B7..U.51CD..U.4EA4..U.8CA8..U.4FBF.,X.U.9152.BAR,X.U.5BF5..U.7269..U.751F..U.6D3B..U.5C08..U.5340.,X.U.9177..U.8056..U.77F3.,X.U.751C..U.9EDE..U.5C08..U.6AC3.
基隆市,仁愛區,極緻,基隆市仁愛區仁二路211號1樓,121.7443445,25.1288544,"1, no. 211, rener rd, ren’ai district, keelung city, taiwan 200",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
基隆市,仁愛區,慶龍,基隆市仁愛區南榮路187號1樓,121.7430505,25.1236562,"1, no. 187, nanrong rd, ren’ai district, keelung city, taiwan 200",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
基隆市,信義區,坤海,基隆市信義區東明路69號,121.7623317,25.1275845,"no. 69, dongming rd, xinyi district, keelung city, taiwan 201",NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,1
基隆市,信義區,東明,基隆市信義區東明路181號183號1樓,121.757704,25.127724,"1, no. 181, dongming rd, xinyi district, keelung city, taiwan 201",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
基隆市,信義區,杰昕,基隆市信義區信二路243號245號,121.7480581,25.1300842,"no. 243, xin'er rd, xinyi district, keelung city, taiwan 201",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
基隆市,信義區,信二,基隆市信義區信二路167號,121.7520707,25.1294238,"no. 167, xin'er rd, xinyi district, keelung city, taiwan 201",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
基隆市,信義區,美的,基隆市信義區教孝街28號1樓,121.775065,25.1373174,"201, taiwan, keelung city, xinyi district, jiaoxiao st, 28號1樓",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
基隆市,信義區,基醫,基隆市信義區信二路268號1樓,121.7482235,25.1303331,"1樓, no. 268號, xin'er rd, xinyi district, keelung city, taiwan 201001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
基隆市,信義區,崇信,"基隆市信義區東信路212-4,214號1F",121.7630816,25.1282525,"1f, no. 212, dongxin rd, xinyi district, keelung city, taiwan 201",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
基隆市,信義區,深美,基隆市信義區深美街196號,121.778897,25.1367786,"no. 196, shenmei st, xinyi district, keelung city, taiwan 201",1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,1,NA,NA
基隆市,信義區,深瑞,基隆市信義區深澳坑路129號1樓,121.7887327,25.1248366,"201, taiwan, keelung city, xinyi district, 深澳坑路129號1",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA
基隆市,信義區,深澳坑,基隆市信義區深澳坑路2-6號2-7號,121.7712525,25.1369982,"201, taiwan, keelung city, xinyi district, 深澳坑路2-6號",NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
基隆市,信義區,新福樂,基隆市信義區深溪路43號45號1樓,121.782009,25.1321057,"1, no. 43, shenxi rd, xinyi district, keelung city, taiwan 201",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA
基隆市,信義區,滿福,基隆市信義區深澳坑路166之30號1樓,121.7850144,25.126521,"201, taiwan, keelung city, xinyi district, 深澳坑路166之21號1",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,NA
基隆市,信義區,德信,基隆市信義區東信路50號52號,121.7679265,25.1279695,"no. 50, dongxin rd, xinyi district, keelung city, taiwan 201",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,上弘,台北市松山區敦化北路168號B2,121.5484948,25.05654,"105, taiwan, taipei city, songshan district, dunhua n rd, 168號b2",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,小巨蛋,台北市松山區南京東路四段2號1樓,121.5497293,25.0510696,"105, taiwan, taipei city, songshan district, section 4, nanjing e rd, 2號1樓",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,中崙,台北市松山區八德路三段27號,121.5525986,25.0483004,"no. 27, section 3, bade rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,北體,台北市松山區北寧路66號,121.5529417,25.0509068,"no. 66, beining rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,台場,台北市松山區八德路三段20-2號,121.5510974,25.0481,"no. 20-2, section 3, bade rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA
台北市,松山區,市大,台北市松山區市民大道路四段105號,121.5533341,25.0444674,"civic blvd, songshan district, taipei city, taiwan 105",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
台北市,松山區,民有,台北市松山區民權東路三段108號,121.5450229,25.0618355,"no. 108, section 3, minquan e rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
台北市,松山區,民復,台北市松山區民生東路四段130號,121.5551021,25.0581015,"no. 130, section 4, minsheng e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,吉仁,台北市松山區延吉街27-1號1樓,121.553706,25.0459868,"1, no. 27-1, yanji st, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,吉盛,台北市松山區南京東路五段66巷3弄1號1樓,121.5610298,25.0509767,"1, no. 1, alley 3, lane 66, section 5, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA
台北市,松山區,吉祥,台北市松山區八德路四段245巷52弄31號,121.5626879,25.0504637,"no. 31, alley 52, lane 245, section 4, bade rd, songshan district, taipei city, taiwan 105",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,京育,台北市松山區南京東路四段66號寧安街68巷25號,121.5539398,25.0514274,"no. 66, section 4, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA
台北市,松山區,京佳,台北市松山區南京東路五段229號231號1樓,121.5644718,25.0516363,"1, no. 229, section 5, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,京東,台北市松山區南京東路五段16號1樓,121.5586303,25.051289,"1樓, no. 16號, section 5, nanjing e rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,京城,台北市松山區南京東路四段75之2號1樓,121.5535879,25.0518483,"1, no. 75之2號, section 4, nanjing e rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,京復,台北市松山區光復北路11巷44號,121.5597008,25.0495489,"no. 44, lane 11, guangfu n rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,1
台北市,松山區,京發,台北市松山區南京東路五段139之4及139之8號,121.5615739,25.0516983,"no. 139之4號, section 5, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,京運,台北市松山區南京東路三段262號1樓,121.5449872,25.0515423,"1樓, no. 262號, section 3, nanjing e rd, songshan district, taipei city, taiwan 105018",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA
台北市,松山區,京寶,台北市松山區南京東路五段291巷4之1號4之2號,121.5662421,25.0516248,"no. 3-4, lane 291, section 5, nanjing e rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,延新,台北市松山區延壽街99號1樓,121.5662934,25.0572224,"1樓, no. 99號, yanshou st, songshan district, taipei city, taiwan 105012",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,延壽,台北市松山區延壽街422號,121.5564389,25.0562184,"no. 422, yanshou st, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,征東,台北市松山區新東街15巷1號,121.5658874,25.0585075,"no. 1, lane 15, xindong st, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,征唐,台北市松山區新東街41-7號,121.5655555,25.0603492,"no. 41-7, xindong st, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,明塑,台北市松山區民生東路四段54號之2一樓,121.5510868,25.0575053,"之 2 一, no. 54, section 4, minsheng e rd, songshan district, taipei city, taiwan 105",NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,東光,台北市松山區南京東路五段15號1樓,121.5579137,25.0518053,"1, no. 15, section 5, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台北市,松山區,東吉,台北市松山區民生東路五段100號,121.560323,25.0584411,"no. 100, section 5, minsheng e rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,NA
台北市,松山區,東復,台北市松山區復興北路313巷25號,121.5462997,25.0590183,"no. 25, lane 313, fuxing n rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,東勢,台北市松山區南京東路四段133巷6弄1號,121.5550442,25.0525826,"no. 1-3, alley 6, lane 133, section 4, nanjing e rd, songshan district, taipei city, taiwan 105",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,東榮,台北市松山區民生東路五段65號,121.5580776,25.058634,"no. 65, section 5, minsheng e rd, songshan district, taipei city, taiwan 105",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,東鑫,台北市松山區民生東路四段55巷10號,121.5504141,25.0583355,"no. 10, lane 55, section 4, minsheng e rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,松民,台北市松山區三民路10號,121.5639594,25.0523781,"no. 10, sanmin rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA
台北市,松山區,松禾,台北市松山區塔悠路31號33號,121.5715694,25.0507119,"no. 31, tayou rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台北市,松山區,松祐,台北市松山區饒河街90號1樓,121.574056,25.0503249,"1, no. 90, raohe st, songshan district, taipei city, taiwan 105",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,松航,台北市松山區敦化北路340-9號,121.5518476,25.0636811,"no. 340-9, dunhua n rd, songshan district, taipei city, taiwan 105",NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
台北市,松山區,松德,台北市松山區八德路四段755號1樓,121.5774587,25.050622,"號1樓, no. 755, section 4, bade rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA
台北市,松山區,松慶,台北市松山區慶城街1號1樓,121.5445966,25.0527543,"1f, no. 1號, qingcheng st, songshan district, taipei city, taiwan 10547",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA
台北市,松山區,松機,台北市松山區敦化北路340之10號1樓,121.5515936,25.06368,"105, taiwan, taipei city, songshan district, dunhua n rd, 340-9號1樓",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,松饒,台北市松山區慈祐里八德路四段767號769號,121.5779994,25.0512264,"no. 767, section 4, bade rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台北市,松山區,松觀,台北市松山區敦化北路340之10號3樓,121.5508383,25.0638489,"105, taiwan, taipei city, songshan district, dunhua n rd, 340-10號3樓",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,松鑽,台北市松山區八德路四段686號,121.5767343,25.0498433,"no. 686, section 4, bade rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA
台北市,松山區,南京,台北市松山區南京東路三段303巷5號,121.5466495,25.0524776,"no. 5, lane 303, section 3, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
台北市,松山區,威京,台北市松山區八德路四段151號,121.5625674,25.0487976,"no. 151, section 4, bade rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
台北市,松山區,風復,台北市松山區復興南路一段43號,121.5440605,25.0456551,"no. 43, section 1, fuxing s rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台北市,松山區,庫德,台北市松山區八德路二段366巷7號1樓,121.5460902,25.0477652,"1, no. 7, lane 366, section 2, bade rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,健一,台北市松山區健康路11號,121.5524345,25.0532303,"no. 11, jiankang rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,婦聯,台北市松山區健康路224號,121.5610997,25.0538382,"no. 224, jiankang rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,清愿,台北市松山區八德路二段439號,121.5469997,25.0483738,"no. 439, section 2, bade rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA
台北市,松山區,統威,台北市松山區東興路13-1號1樓15巷3號1樓,121.565489,25.0501791,"15 巷 3, no. 13-1, dongxing rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台北市,松山區,通盈,台北市松山區南京東路五段315號,121.5667863,25.0516445,"no. 315, section 5, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,1,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台北市,松山區,復旦,台北市松山區敦化南路一段5號,121.5492597,25.0470405,"105, taiwan, taipei city, songshan district, 敦化南路1段5號",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,復安,台北市松山區民生東路三段130巷2之1號1樓,121.546115,25.0572853,"1樓, no. 2之1號, lane 130, section 3, minsheng e rd, songshan district, taipei city, taiwan 105018",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA
台北市,松山區,復春,台北市松山區復興北路179號,121.5443875,25.0542551,"no. 179, fuxing n rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA
台北市,松山區,復星,台北市松山區復興北路15-6號1樓,121.5442404,25.0484883,"1, no. 15-6, fuxing n rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,復惠,台北市松山區復興北路335號1樓,121.544471,25.0597458,"105, taiwan, taipei city, songshan district, fuxing n rd, 335 號1 樓",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,敦化,台北市松山區民權東路三段160巷9號1樓,121.5478694,25.0607534,"1樓, no. 9號, lane 160, section 3, minquan e rd, songshan district, taipei city, taiwan 105017",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
台北市,松山區,敦北,台北市松山區敦化北路149號1樓,121.5495559,25.0538743,"1, no. 149, dunhua n rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,1
台北市,松山區,敦巨,台北市松山區南京東路四段25號25之1號,121.5505797,25.0520645,"no. 25, section 4, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA
台北市,松山區,朝福,台北市松山區三民路115號,121.5632286,25.0582102,"no. 115, sanmin rd, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
台北市,松山區,塔優,台北市松山區撫遠街197號199號,121.5680486,25.0598769,"no. 197, fuyuan st, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,NA,1,NA,NA
台北市,松山區,新育商,台北市松山區寧安街3巷11號1樓,121.5549152,25.048947,"1, no. 11, lane 3, ningan st, songshan district, taipei city, taiwan 105",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
台北市,松山區,新復勢,台北市松山區八德路三段200號202號1樓,121.556434,25.047914,"1, no. 200, section 3, bade rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1
台北市,松山區,新寶清,台北市松山區南京東路五段334號336號1樓,121.5686879,25.0510894,"1, no. 334, section 5, nanjing e rd, songshan district, taipei city, taiwan 105",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
