en_address,county,town,name,addresses,停車場,廁所,ATM,座位區,ibon WiFi,OPEN! STORE,千禧血壓站,冰塊杯販售,霜淇淋,台塑有機蔬菜,美妝,Mister Donut甜甜圈,ibon,現萃茶,現蒸地瓜,統一生機,OPEN!兒童閱覽室,K·Seren,21TOGO,烘培坊,!+? CAFE RESERVE,博客來,糖果屋,日本7-ELEVEN限定,國際精品專櫃,精品咖啡,CITY CAFE氮氣飲品,天素地蔬,嚴選素材冷凍鮮物,光合帕尼尼,冷凍交貨便,酒BAR,寵物生活專區,酷聖石,甜點專櫃
"1st Floor, No. 1, Qingcheng Street, Songshan District, Taipei City",台北市,松山區,松慶,台北市松山區慶城街1號1樓,,,1,1,,,,,,,,,,1,1,,,,,,,,,1,1,1,,,,1,1,,,,
"No. 10, No. 10, No. 10, Dunhua North Road, Songshan District, Taipei City",台北市,松山區,松機,台北市松山區敦化北路340之10號1樓,,,,,,,,,,,1,1,1,1,1,,,,,1,,,,1,1,1,1,,,,1,,,,
"No. 769, No. 769, Section 4, Eight Delica, Songshan District, Songshan District, Taipei City",台北市,松山區,松饒,台北市松山區慈祐里八德路四段767號769號,,,1,1,1,,,1,,,1,,1,1,1,,,,,,,,,1,1,1,,1,,,1,,,,
"3rd Floor, No. 10, No. 340, Dunhua North Road, Songshan District, Taipei City",台北市,松山區,松觀,台北市松山區敦化北路340之10號3樓,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,
"No. 686, section 486, Baide Road, Songshan District, Taipei City",台北市,松山區,松鑽,台北市松山區八德路四段686號,,,1,1,1,,,1,,1,,,1,1,1,1,,,,,,,,1,1,1,,1,,1,1,,,,
"No. 5, Lane 303, Section 3, Nanjing East Road, Songshan District, Taipei City",台北市,松山區,南京,台北市松山區南京東路三段303巷5號,,1,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,,,,1,1,,,
"No. 151, No. 151, Section, Bade Road, Songshan District, Taipei City",台北市,松山區,威京,台北市松山區八德路四段151號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,
"No. 43, Section 1, Fuxing South Road, Songshan District, Taipei City",台北市,松山區,風復,台北市松山區復興南路一段43號,,,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 7, Lane 366, Section 2, Bade Road, Songshan District, Taipei City",台北市,松山區,庫德,台北市松山區八德路二段366巷7號1樓,,,1,1,,,,1,,,,,1,,,1,,,,,,,,1,1,,,,,,1,,,,
"No. 11 Health Road, Songshan District, Taipei City",台北市,松山區,健一,台北市松山區健康路11號,,1,1,1,1,1,,1,,,,,1,,1,1,1,,,,,,,1,1,1,,,,,1,,,,
"No. 224 Health Road, Songshan District, Taipei City",台北市,松山區,婦聯,台北市松山區健康路224號,,1,1,1,1,,,1,,1,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 439, Section 2, Bade Road, Songshan District, Taipei City",台北市,松山區,清愿,台北市松山區八德路二段439號,,1,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,,,1,1,,,,
"1st Floor, No. 15 Lane 15, No. 15, Lane 1st Floor, Dongxing Road, Songshan District, Taipei City",台北市,松山區,統威,台北市松山區東興路13-1號1樓15巷3號1樓,,1,1,1,1,,,1,,1,1,,1,1,1,1,,1,,,,1,,1,1,1,,1,,,1,,,,
"No. 315, Section 5, Nanjing East Road, Songshan District, Taipei City",台北市,松山區,通盈,台北市松山區南京東路五段315號,,1,1,1,1,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,1,,
"No. 5, Section 5, Dunhua South Road, Songshan District, Taipei City",台北市,松山區,復旦,台北市松山區敦化南路一段5號,,1,1,1,1,,,1,,1,,,1,1,1,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 1, No. 1, Lane 130, Minsheng East Road, Songshan District, Taipei City",台北市,松山區,復安,台北市松山區民生東路三段130巷2之1號1樓,,,1,1,,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,1,,1,1,,,,
"No. 179 Fuxing North Road, Songshan District, Taipei City",台北市,松山區,復春,台北市松山區復興北路179號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,1,1,,,1,,,,
"1st floor, No. 15-6 Fuxing North Road, Songshan District, Taipei City",台北市,松山區,復星,台北市松山區復興北路15-6號1樓,,,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,1,,,,
"1st Floor, No. 335, Fuxing North Road, Songshan District, Taipei City",台北市,松山區,復惠,台北市松山區復興北路335號1樓,,,1,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 90 Lane 160 Lane 160, Minquan East Road, Songshan District, Taipei City",台北市,松山區,敦化,台北市松山區民權東路三段160巷9號1樓,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 149, Dunhua North Road, Songshan District, Taipei City",台北市,松山區,敦北,台北市松山區敦化北路149號1樓,,1,1,1,1,1,,1,,1,1,,1,1,1,,1,,,,,,,1,1,1,1,,,1,1,,,,1
"No. 25, No. 25, No. 25, Section 4, Nanjing East Road, Songshan District, Taipei City",台北市,松山區,敦巨,台北市松山區南京東路四段25號25之1號,,1,1,1,,,,,,,1,,1,1,1,,,1,,,,,,1,1,1,,1,,1,1,1,,,
"115 Sanmin Road, Songshan District, Taipei City",台北市,松山區,朝福,台北市松山區三民路115號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,,,
"No. 197, No. 197, Funyuan Street, Songshan District, Taipei City",台北市,松山區,塔優,台北市松山區撫遠街197號199號,,1,1,1,1,,,1,,1,,,1,1,1,1,,,,,,1,,1,1,1,1,,,1,1,,1,,
"1st Floor, No. 11, Lane 3, Ning'an Street, Songshan District, Taipei City",台北市,松山區,新育商,台北市松山區寧安街3巷11號1樓,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,1,,
"1st floor, No. 202, No. 202, No. 200, Section 3, Bade Road, Songshan District, Taipei City",台北市,松山區,新復勢,台北市松山區八德路三段200號202號1樓,,1,1,1,1,,,1,,1,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,,1,1,1,1,,,1
"1st Floor, No. 336, Section 5, Nanjing East Road, Songshan District, Taipei City",台北市,松山區,新寶清,台北市松山區南京東路五段334號336號1樓,,1,1,1,1,,,1,,1,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 497, Section 4, Bada Road, Songshan District, Taipei City",台北市,松山區,新饒河,台北市松山區八德路四段697號1樓,,1,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,,,1,1,,,,
"1st Floor, No.11, No. 16, Lane 60, Xindong Street, Songshan District, Taipei City",台北市,松山區,福源,台北市松山區新東街60巷16號18號1樓,,,1,1,1,1,,1,,,,,1,,1,1,,,,,,1,,1,1,1,,,,,1,,,1,
"No. 35, Lane 245, Section 4, Bade Road, Songshan District, Taipei City",台北市,松山區,影城,台北市松山區八德路四段245巷35號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,,,,,
"No. 173, No. 173, No. 173, Section 3, Bade Road, Songshan District, Taipei City",台北市,松山區,德育,台北市松山區八德路三段171號173號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,1,,,,
"No. 35 Fuxing North Road, Songshan District, Taipei City",台北市,松山區,樂得,台北市松山區復興北路35號,,1,1,1,1,,,1,,1,,,1,,1,,,,,,,,,1,1,1,,,1,1,1,,,,
"1st Floor, No. 100 Dunhua North Road, Songshan District, Taipei City",台北市,松山區,錢京,台北市松山區敦化北路100號1樓,,,1,1,1,,,1,,,1,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 34 Baoqing Street, Songshan District, Taipei City",台北市,松山區,聰明,台北市松山區寶清街34號1樓,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 297, No. 297, No. 295, Section, Bade Road, Songshan District, Taipei City",台北市,松山區,寶德,台北市松山區八德路四段295號297號1樓,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 323, Yanshou Street, Songshan District, Taipei City",台北市,松山區,鑫壽,台北市松山區延壽街323號,,1,1,1,1,,,1,,,,,1,,1,1,1,,,,,,,1,1,1,,,,,1,,,,
"35th Floor, No. 7, Section 5, Xinyi Road, Xinyi District, Taipei City",台北市,信義區,一零一,台北市信義區信義路五段7號35樓,,,1,1,,,,,,,1,,1,1,1,1,,,,,,,,1,1,1,,,,1,1,,,,
"1st Floor, No. 2, No. 2, Lane 2, Lane 156, Wuxing Street, Xinyi District, Taipei City",台北市,信義區,三興,台北市信義區吳興街156巷2弄2號4號1樓,,,1,1,1,1,,,,,,,1,1,1,1,,,,,,1,,1,1,1,,,,,1,,,,
"No. 22, Section 2, Keelung Road, Xinyi District, Taipei City",台北市,信義區,中興,台北市信義區基隆路二段22號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 41, Lane 419, Lane 419, Xinyi District, Xinyi District, Taipei City",台北市,信義區,仁和,台北市信義區正和里光復南路419巷41號,,,1,,1,,,1,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,,,
"No. 130 Songren Road, Xinyi District, Taipei City",台北市,信義區,仁信,台北市信義區松仁路130號,,,1,,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,1,1,,,,
"1st Floor, No. 5, Section 5, Xinyi Road, Xinyi District, Taipei City",台北市,信義區,世貿,台北市信義區信義路五段5號1樓,,,1,1,,,,,,,,1,1,1,1,,,,,,,,,,1,,,,,1,1,,,,
"No. 5, No. 5, Section 5, Xinyi Road, Xinyi District, Taipei City",台北市,信義區,世貿二,台北市信義區信義路五段5號2樓,,,1,,,,,,,,,,1,1,1,,,,,,,,,1,1,,,1,,,1,,,,
"1st Floor, No. 164 Songren Road, Xinyi District, Taipei City",台北市,信義區,北府,台北市信義區松仁路162號164號1樓,,1,1,1,1,1,,1,,,,,1,,,,1,,,,,,,1,,1,,,,,1,,,,
"Wuxing Street, Xinyi District, Taipei City",台北市,信義區,北醫,台北市信義區吳興街252號,,,,,1,,,,,,,,1,,1,,,,,,,,,1,1,,,1,,1,1,,,,
"1st Floor, 250 Wuxing Street, Xinyi District, Taipei City",台北市,信義區,北醫大,台北市信義區吳興街250號1樓,,,1,1,,,,,,,,1,1,,1,,,,,,,,,,1,1,,1,,1,,,,,
"1st Floor, No. 6, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,市捷,台北市信義區忠孝東路五段6號1樓,,,,,1,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,
"Floor B1, No. 5, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,市運,台北市信義區忠孝東路5段2號B1樓,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,1,,,,
"1st floor, No. 178, No. 178, Section 1, Section 1, Section, Xinyi District, Taipei City",台北市,信義區,必成,台北市信義區基隆路一段178號180號1樓,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,1,,,,1,,,,
"1st floor and 1st floor of No. 219, No. 217, Yongji Road, Xinyi District, Taipei City",台北市,信義區,永吉,台北市信義區永吉路217號1樓2樓及219號1樓,,,1,1,,,,,,,,,1,1,1,,,,,,,1,,,1,1,1,,,1,1,1,,,
"No. 103, Lane 30, Yongji Road, Xinyi District, Taipei City",台北市,信義區,永信,台北市信義區永吉路30巷103號,,1,1,1,1,1,,1,,,,,1,,,1,1,,,,,,,1,1,1,,1,,,1,,,,
"No. 1, No. 1, Lane 524, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,光東,台北市信義區忠孝東路五段524巷1弄1號,,,1,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,,,
"No. 471, Guangfu South Road, Xinyi District, Taipei City",台北市,信義區,光復,台北市信義區光復南路471號,,,1,,1,,,1,,1,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 2 No. 2, Lane 284, Lane 284, Wuxing Street, Xinyi District, Taipei City",台北市,信義區,吳興,台北市信義區吳興街284巷18弄2號,,,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,,1,,1,,,1,,,,
"1st floor, No. 91-1 Songren Road, Xinyi District, Taipei City",台北市,信義區,宏泰,台北市信義區松仁路91-1號1樓,,,1,1,1,,,1,,,,,1,1,1,1,,,,1,,,1,1,1,1,1,1,,1,1,,,,
"1st Floor, No. 470, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,忠林,台北市信義區忠孝東路五段470號1樓,,,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,
"1st Floor, No. 6, Lane 71, Section 51, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,忠隆,台北市信義區忠孝東路五段71巷6號1樓,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,1,1,,,,
"No. 131-4, Section 2, Keelung Road, Xinyi District, Taipei City",台北市,信義區,昌隆,台北市信義區基隆路二段131-4號,,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,1,1,1,,1,,1,1,,1,,
"No. 514, Section 4, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,東暉,台北市信義區忠孝東路四段514號,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 386, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,松山,台北市信義區忠孝東路五段386號,,,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,,1,,1,,,1,,,,
"No. 213 Songren Road, Xinyi District, Taipei City",台北市,信義區,松仁,台北市信義區松仁路213號,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,1,,1,1,1,,,,,1,,,,
"1st Floor, No. 148 Songxin Road, Xinyi District, Taipei City",台北市,信義區,松信,台北市信義區松信路148號1樓,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,,1,,,,,1,,,,
"No. 11, Songshan Road, Xinyi District, Taipei City",台北市,信義區,松茂,台北市信義區松山路11號B1樓,,,1,,,,,,,,,,1,1,1,,,,,,,,,,1,1,,1,,1,1,,,,
"No. 608, Songshan Road, Xinyi District, Taipei City",台北市,信義區,松家,台北市信義區松山路608號610號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
"1st Floor, Section 1, Section No. 1, Section 1, Xinyi District, Taipei City",台北市,信義區,松高,台北市信義區基隆路一段141號1樓,,1,1,1,1,,,1,,1,1,,1,1,1,,,,,,,,,1,1,1,,1,,1,1,,,,
"No. 6, No. 1, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,松捷,台北市信義區忠孝東路五段1之6號,,,1,,1,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,,,
"No. 43, Lane 325, Zhuangjing Road, Xinyi District, Taipei City",台北市,信義區,松智,台北市信義區莊敬路325巷43號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,,,,,,,1,,,,
"271 Songde Road, Xinyi District, Taipei City",台北市,信義區,松義,台北市信義區松德路271號,,,1,,1,,,1,,1,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 194, Songlong Road, Xinyi District, Taipei City",台北市,信義區,松錢,台北市信義區松隆路192號194號1樓,,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 24 Lane 559 Lane 559, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,松聯,台北市信義區忠孝東路四段559巷24號1樓,,1,1,1,,,,,,1,,,1,1,1,,,,,,,,,,1,1,,,1,1,1,,,,
"No. 11, Songshan Road, Xinyi District, Taipei City",台北市,信義區,松鐵,台北市信義區松山路11號B1樓,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,
"No. 2, Lane 58 Lane, Lane 278, Yongji Road, Xinyi District, Taipei City",台北市,信義區,信吉,台北市信義區永吉路278巷58弄2號,,,1,,1,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"1st Floor, No. 7, Lane 222, Lane 222, Hulin Street, Xinyi District, Taipei City",台北市,信義區,信林,台北市信義區虎林街222巷7號9號1樓,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,,1,,,,,1,,,,
"No. 63, No. 63, Lane 156, Wuxing Street, Xinyi District, Taipei City",台北市,信義區,信富,台北市信義區吳興街156巷63號63之1號,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"1st Floor, No. 100 Songqin Street, Xinyi District, Taipei City",台北市,信義區,信運,台北市信義區松勤街100號1樓,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 21, Lane 181, Jiaxing Street, Xinyi District, Taipei City",台北市,信義區,信嘉,台北市信義區嘉興街181巷21號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 1, Lane 310, Fude Street, Xinyi District, Taipei City",台北市,信義區,信福,台北市信義區福德街308號310巷1號,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 58, Songren Road, Xinyi District, Taipei City",台北市,信義區,信遠,台北市信義區松仁路58號B2樓,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,,,,1,1,,,,
"No. 10 Lane 10, Songde Road, Xinyi District, Taipei City",台北市,信義區,信德,台北市信義區松德路200巷10號,,,1,,1,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"No. 348, Wuxing Street, Xinyi District, Taipei City",台北市,信義區,信醫,台北市信義區吳興街346號348號,,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,1,1,,,,,,1,,,,
"No. 1 Floor, No. 11, Zhongpo North Road, Xinyi District, Taipei City",台北市,信義區,後山埤,台北市信義區中坡北路11號1樓,,,1,,,,,,,,,,1,1,1,,,,,,,,,,1,,,1,,,1,,,,
"No. 1, No. 11, Da Road, Xinyi District, Taipei City",台北市,信義區,春光,台北市信義區大道路9號11號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,,1,1,,,,,1,,,,
"No. 34 Yongji Road, Xinyi District, Taipei City",台北市,信義區,革新,台北市信義區永吉路32號34號,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,1,,1,1,1,,,,,1,,1,,
"No. 249, Fude Street, Xinyi District, Taipei City",台北市,信義區,留公,台北市信義區福德街247號249號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"No. 333 B3, Section 1, Keelung Road, Xinyi District, Taipei City",台北市,信義區,國貿,台北市信義區基隆路一段333號B3,,,1,1,1,,,,,,,,1,1,1,,,,,,,,,1,1,1,,1,,,1,,,,
"1st Floor, No. 106, Chongde Street, Xinyi District, Taipei City",台北市,信義區,崇德,台北市信義區崇德街104號106號1樓,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 4, Lane 329, Songlong Road, Xinyi District, Taipei City",台北市,信義區,崧站,台北市信義區松隆路329巷4號,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,1,,,,
"No. 617, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,捷忠,台北市信義區忠孝東路五段617號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 11, Songgao Road, Xinyi District, Taipei City",台北市,信義區,統誠,台北市信義區松高路11號B2樓,,,1,,1,,,1,,,,,1,,1,,,,,,,,,1,1,,,,,1,,,,,
"1st Floor, Section 1, Section 1, Section of Keelung Road, Xinyi District, Taipei City",台北市,信義區,凱悅,台北市信義區基隆路一段398號1樓,,,1,,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 155, Section 2, Keelung Road, Xinyi District, Taipei City",台北市,信義區,喬治,台北市信義區基隆路二段155號1樓,,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st floor, No. 248, Songren Road, Xinyi District, Taipei City",台北市,信義區,富比世,台北市信義區松仁路246號248號1樓,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,,1,1,,,,,1,,,,
"520, Wuxing Street, Hui'an Li, Xinyi District, Taipei City",台北市,信義區,惠安,台北市信義區惠安里吳興街520號,,,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,,,1,1,,,,
"1st Floor, No. 1, No. 168 Lane 168, Yongji Road, Xinyi District, Taipei City",台北市,信義區,敦厚,台北市信義區永吉路30巷168弄1號1樓,,1,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,,,1,,,1,,,,
"48 Linkou Street, Xinyi District, Taipei City",台北市,信義區,萊福,台北市信義區林口街48號,,,1,1,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,,,1,,,,
"No. 138 Songshan Road, Xinyi District, Taipei City",台北市,信義區,開源,台北市信義區松山路136號138號,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 17, Songzhi Road, Xinyi District, Taipei City",台北市,信義區,微風南山,台北市信義區松智路17號B2樓,,,1,,,,,,,,,,1,1,1,,,,,,,,,,1,,,,,,1,,,,
"1st Floor, No. 24, Lane 42, Yixian Road, Xinyi District, Taipei City",台北市,信義區,新三連,台北市信義區逸仙路42巷25號1樓,,1,1,1,1,,,1,,,,,1,1,1,,,,,1,,,,1,1,1,,1,,1,1,,,,
"1st Floor, No. 6-3 Lane 236 Lane 236, No. 5, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,新工農,台北市信義區忠孝東路五段236巷6-3號8號1樓,,,1,,1,,,,,,,,1,1,1,,,,,,,,,1,,,,,,,1,,,,
"No. 12, Songgao Road, Xinyi District, Taipei City",台北市,信義區,新光,台北市信義區松高路12號B1樓,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,,1,,,,,,,
"455 Songshan Road, Xinyi District, Taipei City",台北市,信義區,新東宮,台北市信義區松山路455號,,,1,,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 57, Dongxing Road, Xinrenli, Xinyi District, Taipei City",台北市,信義區,道生,台北市信義區新仁里東興路57號,,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,1,1,,,,1,1,1,,1,,1,1,,,,
"No. 23, No. 23, No. 23, Section No. 23, Xinyi Road, Xinyi District, Taipei City",台北市,信義區,嘉馥,台北市信義區信義路六段21號23號1樓,,,1,1,1,,,,,1,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,
"1st Floor, No. 161, Fude Street, Xinyi District, Taipei City",台北市,信義區,福中,台北市信義區福德街159號161號1樓,,1,1,1,1,,,1,,1,,,1,,1,1,,,,,,,,1,1,1,,1,1,,1,,,,
"No. 117, No. 117, Da Road, Xinyi District, Taipei City",台北市,信義區,廣慈,台北市信義區大道路115號117號1樓,,1,1,1,,,,,,,,,1,1,1,,,,,,,1,,,1,1,,,,,1,,1,,
"1st Floor, No. 129 Songde Road, Xinyi District, Taipei City",台北市,信義區,德鄰,台北市信義區松德路127號129號1樓,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,,1,,1,,,1,,,,
"1st Floor, No. 153, Hulin Street, Xinyi District, Taipei City",台北市,信義區,慶林,台北市信義區虎林街151號153號1樓,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,1,,,,
"No. 2, Lane 178, Zhuangjing Road, Xinli, Xinyi District, Taipei City",台北市,信義區,興貿,台北市信義區景新里莊敬路178巷2號,,,1,,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 488, Wuxing Street, Xinyi District, Taipei City",台北市,信義區,總站,台北市信義區吳興街486號488號1樓,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 67 Dongxing Road, Xinyi District, Taipei City",台北市,信義區,總部,台北市信義區東興路67號1樓,,1,1,1,,1,,1,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,1,,
"No. 6, Lane 559, Section 4, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,聯合,台北市信義區忠孝東路四段559巷6號,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,,,,,,1,,,,
"No. 259, Wuxing Street, Xinyi District, Taipei City",台北市,信義區,醫學,台北市信義區吳興街257號259號,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,1,,1,1,1,,,,1,1,,,,
"1st Floor, No. 461, No. 461, No. 461, Heping East Road, Xinyi District, Taipei City",台北市,信義區,麟運,台北市信義區和平東路三段461號461之1號1樓,,1,1,1,1,,1,,,1,,,1,1,1,1,,,,,,1,,1,1,1,,1,1,1,1,,1,,
"85 Hulin Street, Xinyi District, Taipei City",台北市,信義區,鑫吉,台北市信義區虎林街85號,,,1,,1,,,,,,,,1,,,,,,,,,,,,1,,,1,,,1,,,,
"24th Floor, No. 68, Section 5, Zhongxiao East Road, Xinyi District, Taipei City",台北市,信義區,鑫國泰,台北市信義區忠孝東路五段68號24樓,,1,1,1,,,,,,,,,,1,1,,,,,,,,,1,1,,,1,,1,1,,,,
"1st Floor, No. 22, No. 22, Lane 391, Heping East Road, Xinyi District, Taipei City",台北市,信義區,鑫麟,台北市信義區和平東路三段391巷22號24號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st floor (part of Lane 333, No. 333 Lane 333, Section 3, Da'an District, Taipei City",台北市,大安區,大台,台北市大安區羅斯福路三段333巷18號1樓20號1樓(部分),,1,1,1,1,,,1,,,,,1,,1,,,,,,,1,,1,1,1,,1,1,1,1,,,,
"No. 33, Section 3, Xinyi Road, Da'an District, Taipei City",台北市,大安區,大信,台北市大安區信義路三段33號,,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,,,,,1,1,1,,1,,1,1,,,,
"1st Floor, No. 7, Lane 63, Section 2, Dunhua South Road, Da'an District, Taipei City",台北市,大安區,大敦,台北市大安區敦化南路二段63巷7號1樓,,,1,1,1,,,1,,,,,1,1,1,1,,,,,,1,,1,1,1,,,,,1,,,,
"No. 27, No. 25-1, Section 3, Renai Road, Da'an District, Taipei City",台北市,大安區,中廣,台北市大安區仁愛路三段25-1號27號,,,1,1,1,,,,,1,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 1, Lane 27, Section 4, Renai Road, Da'an District, Taipei City",台北市,大安區,仁安,台北市大安區仁愛路四段27巷1號,,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,,,,,,1,1,1,,,,,1,,,,
